,gene_ids-0
AI597479,ENSMUSG00000010290.7
Fhl2,ENSMUSG00000008136.10
Gm8210,ENSMUSG00000094497.1
Gm29040,ENSMUSG00000099576.1
Gm29610,ENSMUSG00000099694.1
Gm29041,ENSMUSG00000101923.1
Nck2,ENSMUSG00000066877.7
RP23-389C9.3,ENSMUSG00000103422.1
RP23-435E15.3,ENSMUSG00000103945.1
1500015O10Rik,ENSMUSG00000026051.8
Gm29155,ENSMUSG00000100764.1
Gm29157,ENSMUSG00000100635.1
Gm29156,ENSMUSG00000100480.1
Uxs1,ENSMUSG00000057363.8
Gm16103,ENSMUSG00000090243.1
Gm19587,ENSMUSG00000100701.1
Gm8241,ENSMUSG00000101395.1
Gm26352,ENSMUSG00000088848.1
Gm24180,ENSMUSG00000095757.1
Tpp2,ENSMUSG00000041763.10
Mettl21c,ENSMUSG00000047343.4
Gm15838,ENSMUSG00000090106.1
Gm8251,ENSMUSG00000091844.1
Tex30,ENSMUSG00000026049.7
Gm29247,ENSMUSG00000101104.2
Kdelc1,ENSMUSG00000026047.9
Bivm,ENSMUSG00000041684.7
Ercc5,ENSMUSG00000026048.12
Mettl21e,ENSMUSG00000046828.3
Gm15833,ENSMUSG00000089703.1
Gm5700,ENSMUSG00000100966.1
Gm28893,ENSMUSG00000100769.1
Txn-ps1,ENSMUSG00000101567.1
Gulp1,ENSMUSG00000056870.5
RP23-68D4.1,ENSMUSG00000102319.1
Gm16102,ENSMUSG00000089877.1
4930521E06Rik,ENSMUSG00000101701.1
RP24-541P18.1,ENSMUSG00000103071.1
Gm3489,ENSMUSG00000100434.1
Gm19480,ENSMUSG00000100013.1
Gm3496,ENSMUSG00000101251.1
Gm5268,ENSMUSG00000101937.1
Col3a1,ENSMUSG00000026043.14
Col5a2,ENSMUSG00000026042.12
RP24-370G18.1,ENSMUSG00000104476.1
Gm8296,ENSMUSG00000100218.1
Gm7063,ENSMUSG00000100361.1
Gm8304,ENSMUSG00000100894.1
Gm23216,ENSMUSG00000095121.1
Gm23974,ENSMUSG00000065255.1
Gm8307,ENSMUSG00000100843.1
Gm23984,ENSMUSG00000087764.1
Gm28903,ENSMUSG00000100482.1
Wdr75,ENSMUSG00000025995.12
Gm28906,ENSMUSG00000099850.1
Gm5526,ENSMUSG00000084817.3
Gm5269,ENSMUSG00000098549.1
Gm18303,ENSMUSG00000099381.1
Slc40a1,ENSMUSG00000025993.6
Gm9496,ENSMUSG00000099946.1
Rpl23a-ps1,ENSMUSG00000070896.2
Gm3852,ENSMUSG00000090682.4
Gm4776,ENSMUSG00000044457.4
Gm18849,ENSMUSG00000099432.1
Dnah7b,ENSMUSG00000041144.10
n-R5s211,ENSMUSG00000096047.1
Gm8326,ENSMUSG00000101262.1
Dnah7c,ENSMUSG00000101337.2
Slc39a10,ENSMUSG00000025986.6
Gm28151,ENSMUSG00000100213.1
RP24-287C2.1,ENSMUSG00000103129.1
Gm28527,ENSMUSG00000100160.1
Gm28825,ENSMUSG00000101921.1
Gm28826,ENSMUSG00000101447.1
Gm4852,ENSMUSG00000081185.1
RP23-240G10.1,ENSMUSG00000103246.1
Mir6350,ENSMUSG00000098876.1
Gm18117,ENSMUSG00000100530.1
RP23-241J21.2,ENSMUSG00000104067.1
Gm8337,ENSMUSG00000100033.1
Gm22419,ENSMUSG00000094968.1
Gm23829,ENSMUSG00000088017.1
Gm19206,ENSMUSG00000101996.1
Gm5974,ENSMUSG00000096973.1
Gm23240,ENSMUSG00000064943.1
Gm28830,ENSMUSG00000100866.1
Gm8354,ENSMUSG00000101721.1
Gm19124,ENSMUSG00000099376.1
Gm8357,ENSMUSG00000097883.1
Gm22693,ENSMUSG00000092790.1
Gm28740,ENSMUSG00000099698.1
Gm8367,ENSMUSG00000099454.1
C230029F24Rik,ENSMUSG00000051616.10
Gm6757,ENSMUSG00000099627.1
Gm3605,ENSMUSG00000099577.1
Gm28388,ENSMUSG00000099882.1
Gm8384,ENSMUSG00000101760.1
4933411E06Rik,ENSMUSG00000099608.1
Gm8391,ENSMUSG00000099864.1
Gm27330,ENSMUSG00000098249.1
Gm29665,ENSMUSG00000100451.1
Gm20118,ENSMUSG00000099941.1
Gm25843,ENSMUSG00000084531.1
Gm28321,ENSMUSG00000100816.1
Tmeff2,ENSMUSG00000026109.10
Gm28322,ENSMUSG00000100671.1
Gm25736,ENSMUSG00000092906.1
Gm28319,ENSMUSG00000101242.1
Gm28320,ENSMUSG00000099924.1
Gm29325,ENSMUSG00000099625.1
9330175M20Rik,ENSMUSG00000101799.1
Sdpr,ENSMUSG00000045954.7
Gm5253,ENSMUSG00000099741.1
1700072G22Rik,ENSMUSG00000101702.1
Nabp1,ENSMUSG00000026107.7
Gm17767,ENSMUSG00000099413.1
RP23-273G4.2,ENSMUSG00000103424.1
Gm28055,ENSMUSG00000101741.1
Myo1b,ENSMUSG00000018417.10
Gm29453,ENSMUSG00000101724.1
Gm28323,ENSMUSG00000100313.1
Gm8419,ENSMUSG00000100696.1
Gm27607,ENSMUSG00000099135.1
Gm8420,ENSMUSG00000072324.4
Stat4,ENSMUSG00000062939.7
Gm28177,ENSMUSG00000101628.1
Gm3940,ENSMUSG00000078291.1
Stat1,ENSMUSG00000026104.10
Gm18301,ENSMUSG00000099569.1
Gls,ENSMUSG00000026103.10
Gm5975,ENSMUSG00000099648.1
Gm23460,ENSMUSG00000065192.1
Nab1,ENSMUSG00000002881.10
Gm5976,ENSMUSG00000097833.1
Rps27a-ps1,ENSMUSG00000101501.1
Gm553,ENSMUSG00000100120.1
Gm28178,ENSMUSG00000099878.1
Gm5527,ENSMUSG00000100007.1
Tmem194b,ENSMUSG00000043015.11
RP24-388H6.6,ENSMUSG00000103630.1
Mfsd6,ENSMUSG00000041439.11
Gm29670,ENSMUSG00000100302.1
Gm28650,ENSMUSG00000100230.1
Inpp1,ENSMUSG00000026102.5
Hibch,ENSMUSG00000041426.8
Gm16107,ENSMUSG00000089802.1
1700019D03Rik,ENSMUSG00000043629.8
Mstn,ENSMUSG00000026100.6
Gm24349,ENSMUSG00000089334.1
1700019A02Rik,ENSMUSG00000060715.5
Pms1,ENSMUSG00000026098.9
Gm28777,ENSMUSG00000100763.1
Ormdl1,ENSMUSG00000026097.5
Gm28778,ENSMUSG00000100679.1
Osgepl1,ENSMUSG00000026096.10
Gm28551,ENSMUSG00000099913.1
Gm18800,ENSMUSG00000101838.2
Asnsd1,ENSMUSG00000026095.11
Gm28779,ENSMUSG00000100267.1
Gm6799,ENSMUSG00000099450.1
Gm6801,ENSMUSG00000100069.1
Dnah7a,ENSMUSG00000096141.2
Gm25240,ENSMUSG00000092657.1
Stk17b,ENSMUSG00000026094.10
RP23-414N3.1,ENSMUSG00000102405.1
Hecw2,ENSMUSG00000042807.11
Mir7681,ENSMUSG00000098443.1
Gm24251,ENSMUSG00000087949.1
RP23-259O15.2,ENSMUSG00000102868.1
Gm25829,ENSMUSG00000094013.1
Ccdc150,ENSMUSG00000025983.7
Gtf3c3,ENSMUSG00000041303.7
Pgap1,ENSMUSG00000073678.4
RP24-290F15.1,ENSMUSG00000104136.1
Gm19637,ENSMUSG00000101130.1
Ankrd44,ENSMUSG00000052331.10
4930444A19Rik,ENSMUSG00000101674.2
RP23-388I22.1,ENSMUSG00000102503.1
Gm24053,ENSMUSG00000089245.1
RP23-68O7.2,ENSMUSG00000102642.1
Sf3b1,ENSMUSG00000025982.9
RP23-16N14.2,ENSMUSG00000103030.1
Coq10b,ENSMUSG00000025981.9
Gm17971,ENSMUSG00000101122.1
Hspd1,ENSMUSG00000025980.10
Hspe1,ENSMUSG00000073676.4
Gm5147,ENSMUSG00000100736.1
Gm16581,ENSMUSG00000089670.1
Mob4,ENSMUSG00000025979.9
Gm6822,ENSMUSG00000061863.6
Rftn2,ENSMUSG00000025978.10
Gm10561,ENSMUSG00000097649.1
Mars2,ENSMUSG00000046994.9
Boll,ENSMUSG00000025977.11
BOLL,ENSMUSG00000100030.1
Gm8292,ENSMUSG00000100215.1
Gm29138,ENSMUSG00000101945.1
Gm8531,ENSMUSG00000101085.1
Plcl1,ENSMUSG00000038349.10
RP23-453N3.4,ENSMUSG00000102145.1
Gm6644,ENSMUSG00000100309.1
RP23-242C11.1,ENSMUSG00000102831.1
9130227L01Rik,ENSMUSG00000099950.1
RP24-421N21.2,ENSMUSG00000102491.1
1700003I22Rik,ENSMUSG00000100372.1
Gm28900,ENSMUSG00000100944.1
Gm28240,ENSMUSG00000101332.1
Hsfy2,ENSMUSG00000045336.5
Satb2,ENSMUSG00000038331.11
9130024F11Rik,ENSMUSG00000087022.4
RP24-123J3.2,ENSMUSG00000104310.1
Gm23943,ENSMUSG00000094128.1
1700126A01Rik,ENSMUSG00000099945.1
BC055402,ENSMUSG00000101429.1
Gm5254,ENSMUSG00000101129.1
4930558J18Rik,ENSMUSG00000097519.2
1700066M21Rik,ENSMUSG00000038323.3
Tyw5,ENSMUSG00000048495.12
9430016H08Rik,ENSMUSG00000025971.6
Gm22371,ENSMUSG00000077776.1
Gm24014,ENSMUSG00000088353.1
Gm8581,ENSMUSG00000101826.1
RP23-433B11.1,ENSMUSG00000102685.1
Gm17929,ENSMUSG00000101151.1
Spats2l,ENSMUSG00000038305.10
Gm17234,ENSMUSG00000091283.1
Kctd18,ENSMUSG00000054770.12
Sgol2,ENSMUSG00000026039.9
Aox1,ENSMUSG00000063558.4
Aox3,ENSMUSG00000064294.8
Gm24548,ENSMUSG00000089275.1
Aox4,ENSMUSG00000038242.8
Gm15759,ENSMUSG00000089822.1
Aox2,ENSMUSG00000079554.2
RP24-191N24.2,ENSMUSG00000103839.1
Bzw1,ENSMUSG00000051223.10
Clk1,ENSMUSG00000026034.13
Ppil3,ENSMUSG00000026035.11
Nif3l1,ENSMUSG00000026036.13
Orc2,ENSMUSG00000026037.10
Gm23966,ENSMUSG00000094245.1
Gm15834,ENSMUSG00000085054.2
Fam126b,ENSMUSG00000038174.10
Ndufb3,ENSMUSG00000026032.8
Gm29389,ENSMUSG00000100202.1
Gm18802,ENSMUSG00000099490.1
Gm10068,ENSMUSG00000059647.5
Als2cr12,ENSMUSG00000047528.9
Gm20257,ENSMUSG00000102059.1
Gm28803,ENSMUSG00000101046.1
Cflar,ENSMUSG00000026031.11
Gm3841,ENSMUSG00000100236.1
Casp8,ENSMUSG00000026029.10
RP24-273P12.4,ENSMUSG00000102719.1
Gm28802,ENSMUSG00000099719.1
Trak2,ENSMUSG00000026028.8
Stradb,ENSMUSG00000026027.9
Als2cr11,ENSMUSG00000047383.7
Gm29018,ENSMUSG00000099752.1
Als2cr11-1,ENSMUSG00000072295.5
Gm25502,ENSMUSG00000077616.1
Tmem237,ENSMUSG00000038079.10
G730003C15Rik,ENSMUSG00000097573.2
Mpp4,ENSMUSG00000079550.5
Gm29017,ENSMUSG00000101586.1
Gm19125,ENSMUSG00000099563.1
Als2,ENSMUSG00000026024.10
Cdk15,ENSMUSG00000026023.12
Gm29016,ENSMUSG00000099922.1
RP24-149E13.2,ENSMUSG00000104502.1
Fzd7,ENSMUSG00000041075.8
Gm26813,ENSMUSG00000097819.1
Gm973,ENSMUSG00000047361.11
Gm28411,ENSMUSG00000099811.2
1700122D07Rik,ENSMUSG00000101409.1
Sumo1,ENSMUSG00000026021.11
Gm24545,ENSMUSG00000089276.1
RP24-147G7.2,ENSMUSG00000103821.1
Gm29596,ENSMUSG00000101400.1
Nop58,ENSMUSG00000026020.5
Snord70,ENSMUSG00000077345.1
Gm26293,ENSMUSG00000077358.1
Gm26287,ENSMUSG00000089512.3
Snord11,ENSMUSG00000089093.3
Bmpr2,ENSMUSG00000067336.6
RP24-178N19.2,ENSMUSG00000104052.1
RP23-27C10.1,ENSMUSG00000103131.1
Fam117b,ENSMUSG00000041040.8
RP23-27C10.2,ENSMUSG00000103696.1
Gm18829,ENSMUSG00000100901.1
Ica1l,ENSMUSG00000026018.8
Wdr12,ENSMUSG00000026019.11
Carf,ENSMUSG00000026017.9
Gm15464,ENSMUSG00000082609.1
Nbeal1,ENSMUSG00000073664.7
Gm29332,ENSMUSG00000100516.1
Cyp20a1,ENSMUSG00000049439.9
RP23-264G9.1,ENSMUSG00000103822.1
Abi2,ENSMUSG00000026782.11
Raph1,ENSMUSG00000026014.11
Gm11575,ENSMUSG00000081562.1
Gm11576,ENSMUSG00000084400.1
Gm11578,ENSMUSG00000082160.1
RP23-17F2.6,ENSMUSG00000103215.1
Gm23762,ENSMUSG00000088973.1
Gm11577,ENSMUSG00000084151.1
Eif4a-ps4,ENSMUSG00000101188.1
Cd28,ENSMUSG00000026012.2
Gm11579,ENSMUSG00000086795.1
2310016D23Rik,ENSMUSG00000085965.1
RP23-157N11.10,ENSMUSG00000104069.1
Gm11609,ENSMUSG00000083118.1
Gm11581,ENSMUSG00000083355.1
RP23-157N11.11,ENSMUSG00000102549.1
Ctla4,ENSMUSG00000026011.9
Rpl18-ps1,ENSMUSG00000081382.1
Gm11582,ENSMUSG00000080800.1
Icos,ENSMUSG00000026009.10
RP23-148E7.2,ENSMUSG00000102561.1
Rpl17-ps1,ENSMUSG00000082804.3
Gm11590,ENSMUSG00000082661.1
Gm11591,ENSMUSG00000080785.1
Gm28083,ENSMUSG00000100893.1
Gm11587,ENSMUSG00000085248.2
9530026F06Rik,ENSMUSG00000085447.1
Gm11588,ENSMUSG00000086408.1
Gm25839,ENSMUSG00000089546.1
Gm28449,ENSMUSG00000100965.1
RP23-280M7.4,ENSMUSG00000102168.1
Gm28094,ENSMUSG00000100381.1
4930587A21Rik,ENSMUSG00000086009.1
Pard3b,ENSMUSG00000052062.10
RP23-327M13.2,ENSMUSG00000103656.1
RP23-327M13.3,ENSMUSG00000104402.1
RP23-327M13.4,ENSMUSG00000104081.1
Pard3bos1,ENSMUSG00000085842.3
RP23-327M13.6,ENSMUSG00000103002.1
Gm29640,ENSMUSG00000100344.1
Gm29641,ENSMUSG00000101509.1
Pard3bos2,ENSMUSG00000085019.2
RP23-26A10.3,ENSMUSG00000102359.1
Pard3bos3,ENSMUSG00000085400.1
Gm29084,ENSMUSG00000100750.1
Gm11600,ENSMUSG00000081950.1
Gm11599,ENSMUSG00000084333.1
Nrp2,ENSMUSG00000025969.11
Gm29083,ENSMUSG00000100811.1
RP23-149A5.4,ENSMUSG00000103032.1
Gm4208,ENSMUSG00000100426.1
Ino80d,ENSMUSG00000040865.11
Gm24942,ENSMUSG00000088953.1
Rps13-ps7,ENSMUSG00000081617.1
Rps27-ps1,ENSMUSG00000081429.1
Ino80dos,ENSMUSG00000084799.3
Gm20342,ENSMUSG00000101599.1
Ndufs1,ENSMUSG00000025968.12
Eef1b2,ENSMUSG00000025967.12
Gm27390,ENSMUSG00000098850.1
Gm26457,ENSMUSG00000064612.2
Snora41,ENSMUSG00000064602.1
Gpr1,ENSMUSG00000046856.9
Gm27512,ENSMUSG00000094290.2
Gm11607,ENSMUSG00000086730.2
RP23-434D24.3,ENSMUSG00000102536.1
Gm11608,ENSMUSG00000087561.3
Gm24513,ENSMUSG00000092705.1
Zdbf2,ENSMUSG00000027520.11
Gm23448,ENSMUSG00000094214.1
Gm11606,ENSMUSG00000083039.1
Gm11605,ENSMUSG00000081643.1
Adam23,ENSMUSG00000025964.11
Gm22281,ENSMUSG00000087823.1
Dytn,ENSMUSG00000069085.5
Gm12748,ENSMUSG00000083066.1
Mdh1b,ENSMUSG00000025963.5
Fastkd2,ENSMUSG00000025962.11
4933402D24Rik,ENSMUSG00000025961.1
Gm13751,ENSMUSG00000080817.1
Gm13754,ENSMUSG00000082373.2
Gm13749,ENSMUSG00000044689.5
Klf7,ENSMUSG00000025959.9
Gm26649,ENSMUSG00000097272.1
Mir6899,ENSMUSG00000098487.1
Gm13748,ENSMUSG00000086836.1
Gm13750,ENSMUSG00000086721.2
Gm28981,ENSMUSG00000101895.1
Gm25748,ENSMUSG00000093228.1
Gm28980,ENSMUSG00000099658.1
Creb1,ENSMUSG00000025958.10
Mettl21a,ENSMUSG00000025956.6
Gm28982,ENSMUSG00000101832.1
Gm29152,ENSMUSG00000100437.1
2810408I11Rik,ENSMUSG00000087213.2
Ccnyl1,ENSMUSG00000070871.6
Fzd5,ENSMUSG00000045005.9
RP24-388P13.2,ENSMUSG00000102140.1
Plekhm3,ENSMUSG00000051344.9
Rpl31-ps24,ENSMUSG00000097264.1
Rpl10a-ps1,ENSMUSG00000084416.3
Gm24788,ENSMUSG00000077471.1
RP23-31E12.2,ENSMUSG00000102292.1
Akr1cl,ENSMUSG00000025955.9
Gm8550,ENSMUSG00000090042.1
Cryge,ENSMUSG00000070870.6
Crygd,ENSMUSG00000067299.7
Crygc,ENSMUSG00000025952.11
Crygb,ENSMUSG00000073658.4
Gm7329,ENSMUSG00000100774.1
Cryga,ENSMUSG00000044429.8
Gm28845,ENSMUSG00000100846.1
D630023F18Rik,ENSMUSG00000044816.6
Idh1,ENSMUSG00000025950.12
Pikfyve,ENSMUSG00000025949.11
Pth2r,ENSMUSG00000025946.9
Gm28927,ENSMUSG00000100503.1
Gm28926,ENSMUSG00000100504.1
Gm28925,ENSMUSG00000099383.1
Gm28923,ENSMUSG00000100340.1
Gm28922,ENSMUSG00000100439.1
Gm28728,ENSMUSG00000099819.1
Gm5255,ENSMUSG00000082565.1
Gm8805,ENSMUSG00000082774.1
Crygf,ENSMUSG00000025945.7
Gm8809,ENSMUSG00000081623.1
Gm15659,ENSMUSG00000083242.1
Gm8812,ENSMUSG00000083289.1
Map2,ENSMUSG00000015222.13
Gm24729,ENSMUSG00000088850.1
Gm10558,ENSMUSG00000073656.4
Gm25411,ENSMUSG00000065694.1
Unc80,ENSMUSG00000055567.12
RP23-198G19.1,ENSMUSG00000103375.1
Rpe,ENSMUSG00000026005.11
Kansl1l,ENSMUSG00000026004.11
RP24-429G21.5,ENSMUSG00000102559.1
RP24-429G21.4,ENSMUSG00000102374.1
RP24-429G21.3,ENSMUSG00000102776.1
Gm15789,ENSMUSG00000082057.1
RP24-429G21.2,ENSMUSG00000103706.1
RP24-429G21.1,ENSMUSG00000103756.1
RP24-429G21.6,ENSMUSG00000103382.1
RP24-429G21.7,ENSMUSG00000103553.1
Acadl,ENSMUSG00000026003.5
Gm15793,ENSMUSG00000082769.3
Gm27934,ENSMUSG00000089420.2
Gm25832,ENSMUSG00000077328.1
Myl1,ENSMUSG00000061816.11
Rpl31-ps14,ENSMUSG00000094191.1
Gm15826,ENSMUSG00000082212.1
Lancl1,ENSMUSG00000026000.12
Cps1,ENSMUSG00000025991.8
Gm15668,ENSMUSG00000086204.1
Gm26342,ENSMUSG00000077745.1
Kif22-ps,ENSMUSG00000082473.1
Gm22548,ENSMUSG00000095282.1
Gm15669,ENSMUSG00000085075.1
RP23-420P19.1,ENSMUSG00000104395.1
Gm23189,ENSMUSG00000096031.1
Gm15671,ENSMUSG00000087329.3
Erbb4,ENSMUSG00000062209.11
RP23-411D16.1,ENSMUSG00000102449.1
Gm15670,ENSMUSG00000083795.1
Gm25542,ENSMUSG00000080539.1
RP24-393F8.3,ENSMUSG00000103307.1
RP24-393F8.2,ENSMUSG00000104508.1
RP24-363O16.2,ENSMUSG00000103642.1
RP24-363O16.1,ENSMUSG00000103809.1
Gm16076,ENSMUSG00000087514.1
Gm8840,ENSMUSG00000084332.1
Pced1c-ps,ENSMUSG00000101387.1
Gm28497,ENSMUSG00000099804.1
Gm29113,ENSMUSG00000100354.1
Gm29114,ENSMUSG00000101156.1
Ikzf2,ENSMUSG00000025997.9
Gm29112,ENSMUSG00000100815.1
Gm28112,ENSMUSG00000099954.1
RP23-301L19.1,ENSMUSG00000103402.1
Spag16,ENSMUSG00000053153.10
Gm22665,ENSMUSG00000089345.1
Gm23879,ENSMUSG00000080524.1
Gm28580,ENSMUSG00000101730.1
RP23-444A8.1,ENSMUSG00000103052.1
RP24-111L14.1,ENSMUSG00000104287.1
Gm23422,ENSMUSG00000075952.1
Vwc2l,ENSMUSG00000045648.11
Bard1,ENSMUSG00000026196.7
Gm16236,ENSMUSG00000089965.1
Gm8870,ENSMUSG00000101551.1
Abca12,ENSMUSG00000050296.10
Gm6947,ENSMUSG00000101617.1
Atic,ENSMUSG00000026192.9
Fn1,ENSMUSG00000026193.11
Apol7d,ENSMUSG00000073652.6
Gm5829,ENSMUSG00000101834.1
Gm5256,ENSMUSG00000100319.1
RP23-214P23.1,ENSMUSG00000102689.1
Gm8883,ENSMUSG00000099707.2
Gm28818,ENSMUSG00000101211.1
4933417E11Rik,ENSMUSG00000101848.1
4930556G22Rik,ENSMUSG00000101764.1
Gm5528,ENSMUSG00000059483.5
Gm8885,ENSMUSG00000101496.1
Gm4319,ENSMUSG00000102123.1
Mreg,ENSMUSG00000039395.8
Gm25360,ENSMUSG00000094655.1
D230017M19Rik,ENSMUSG00000097131.1
Gm23472,ENSMUSG00000094050.1
Gm24497,ENSMUSG00000093956.1
Gm25939,ENSMUSG00000093843.1
Pecr,ENSMUSG00000026189.9
Tmem169,ENSMUSG00000026188.7
Xrcc5,ENSMUSG00000026187.8
March4,ENSMUSG00000039372.5
Gm15843,ENSMUSG00000085812.1
Smarcal1,ENSMUSG00000039354.12
Ankar,ENSMUSG00000039342.4
Rpl37a,ENSMUSG00000046330.9
Igfbp2,ENSMUSG00000039323.14
Igfbp5,ENSMUSG00000026185.8
1700027A15Rik,ENSMUSG00000101968.2
Tnp1,ENSMUSG00000026182.6
RP24-141F19.1,ENSMUSG00000102266.1
Gm29185,ENSMUSG00000101112.1
Gm29184,ENSMUSG00000100697.1
Pinc,ENSMUSG00000099877.2
Gm27315,ENSMUSG00000098697.1
D530049I02Rik,ENSMUSG00000101812.1
Gm9553,ENSMUSG00000100044.1
C530043A13Rik,ENSMUSG00000100444.1
Gm29186,ENSMUSG00000100429.1
6030407O03Rik,ENSMUSG00000100301.2
Gm29183,ENSMUSG00000101344.1
Gm25329,ENSMUSG00000088666.1
Mir6351,ENSMUSG00000098504.1
Tns1,ENSMUSG00000055322.10
Rufy4,ENSMUSG00000061815.7
Cxcr2,ENSMUSG00000026180.8
Cxcr1,ENSMUSG00000048480.5
Mir1928,ENSMUSG00000087820.1
Gm25524,ENSMUSG00000094768.1
Arpc2,ENSMUSG00000006304.10
Gpbar1,ENSMUSG00000064272.3
Aamp,ENSMUSG00000006299.9
Gm28364,ENSMUSG00000101503.1
Pnkd,ENSMUSG00000026179.10
RP23-280F6.5,ENSMUSG00000103013.1
Tmbim1,ENSMUSG00000006301.13
Gm29358,ENSMUSG00000099931.1
RP23-280F6.6,ENSMUSG00000103403.1
Catip,ENSMUSG00000073650.4
Slc11a1,ENSMUSG00000026177.7
Ctdsp1,ENSMUSG00000026176.9
Mir26b,ENSMUSG00000065468.1
Vil1,ENSMUSG00000026175.8
Usp37,ENSMUSG00000033364.9
RP23-102B12.2,ENSMUSG00000103227.1
Rqcd1,ENSMUSG00000026174.9
Plcd4,ENSMUSG00000026173.11
Zfp142,ENSMUSG00000026135.13
Gm25035,ENSMUSG00000093155.1
Bcs1l,ENSMUSG00000026172.8
Rnf25,ENSMUSG00000026171.8
Stk36,ENSMUSG00000033276.14
Ttll4,ENSMUSG00000033257.10
Cyp27a1,ENSMUSG00000026170.6
Prkag3,ENSMUSG00000006542.9
Gm27507,ENSMUSG00000098351.1
Wnt6,ENSMUSG00000033227.7
Gm29539,ENSMUSG00000099472.1
Wnt10a,ENSMUSG00000026167.10
Gm16582,ENSMUSG00000089964.1
Cdk5r2,ENSMUSG00000090071.4
Fev,ENSMUSG00000055197.4
Cryba2,ENSMUSG00000006546.3
Mir375,ENSMUSG00000065616.2
Ccdc108,ENSMUSG00000047021.10
Gm15841,ENSMUSG00000089653.1
Ihh,ENSMUSG00000006538.10
RP23-430G15.6,ENSMUSG00000103145.1
Nhej1,ENSMUSG00000026162.7
Slc23a3,ENSMUSG00000026205.8
Cnppd1,ENSMUSG00000033159.10
Fam134a,ENSMUSG00000049339.12
Zfand2b,ENSMUSG00000026197.8
Abcb6,ENSMUSG00000026198.11
Gm29253,ENSMUSG00000099519.1
Atg9a,ENSMUSG00000033124.11
Ankzf1,ENSMUSG00000026199.13
Glb1l,ENSMUSG00000026200.9
Gm27943,ENSMUSG00000099204.1
Stk16,ENSMUSG00000026201.8
Tuba4a,ENSMUSG00000026202.9
A630095N17Rik,ENSMUSG00000096094.2
Dnajb2,ENSMUSG00000026203.12
Ptprn,ENSMUSG00000026204.11
Gm28294,ENSMUSG00000101840.1
Resp18,ENSMUSG00000033061.11
Gm28902,ENSMUSG00000100556.1
Dnpep,ENSMUSG00000026209.11
Des,ENSMUSG00000026208.9
Gm15179,ENSMUSG00000085653.3
Speg,ENSMUSG00000026207.12
Gm15178,ENSMUSG00000086053.1
Gmppa,ENSMUSG00000033021.12
Asic4,ENSMUSG00000033007.11
RP24-153E5.1,ENSMUSG00000102605.1
Chpf,ENSMUSG00000032997.12
Obsl1,ENSMUSG00000026211.13
Tmem198,ENSMUSG00000051703.10
Inha,ENSMUSG00000032968.4
Gm15181,ENSMUSG00000082745.1
Stk11ip,ENSMUSG00000026213.11
Gm15183,ENSMUSG00000082059.1
Slc4a3,ENSMUSG00000006576.12
Gm15180,ENSMUSG00000083244.1
Gm15182,ENSMUSG00000082528.1
Gm5257,ENSMUSG00000082012.1
Gm29065,ENSMUSG00000099996.1
Gm29068,ENSMUSG00000101763.1
Gm29069,ENSMUSG00000100827.1
Gm17751,ENSMUSG00000100553.2
Mir6343,ENSMUSG00000098611.1
Gm816,ENSMUSG00000100534.1
RP23-59P14.1,ENSMUSG00000102904.1
Gm25974,ENSMUSG00000089326.1
Epha4,ENSMUSG00000026235.10
Mir6352,ENSMUSG00000099141.1
Gm28386,ENSMUSG00000101849.1
Gm28385,ENSMUSG00000101506.1
Gm26263,ENSMUSG00000065215.1
Gm28387,ENSMUSG00000102052.1
Pax3,ENSMUSG00000004872.11
Sgpp2,ENSMUSG00000032908.9
Gm28410,ENSMUSG00000099561.1
RP24-538F21.2,ENSMUSG00000102945.1
Farsb,ENSMUSG00000026245.12
Gm28995,ENSMUSG00000101798.1
RP24-300L5.1,ENSMUSG00000104018.1
BC035947,ENSMUSG00000090486.2
Mogat1,ENSMUSG00000012187.9
5730419F03Rik,ENSMUSG00000099364.1
Gm29611,ENSMUSG00000100562.1
Acsl3,ENSMUSG00000032883.11
Utp14b,ENSMUSG00000079470.4
Gm6159,ENSMUSG00000099377.1
Gm29536,ENSMUSG00000099706.1
Kcne4,ENSMUSG00000047330.8
Gm29187,ENSMUSG00000101324.1
Gm5830,ENSMUSG00000072978.3
Gm27745,ENSMUSG00000098911.1
Scg2,ENSMUSG00000050711.7
Gm19027,ENSMUSG00000099562.1
Gm24160,ENSMUSG00000077782.1
Ap1s3,ENSMUSG00000054702.10
RP23-337F12.2,ENSMUSG00000102235.1
Wdfy1,ENSMUSG00000073643.7
RP23-295C23.2,ENSMUSG00000104497.1
Mrpl44,ENSMUSG00000026248.9
Serpine2,ENSMUSG00000026249.6
Gm5529,ENSMUSG00000067106.6
Gm28071,ENSMUSG00000100397.1
Gm28058,ENSMUSG00000099753.1
Gm23934,ENSMUSG00000096297.1
RP23-470G12.2,ENSMUSG00000102518.1
9830004L10Rik,ENSMUSG00000099552.1
Fam124b,ENSMUSG00000043230.2
2310015K22Rik,ENSMUSG00000101257.1
RP24-193D9.2,ENSMUSG00000103404.1
Cul3,ENSMUSG00000004364.10
RP24-193D9.4,ENSMUSG00000103076.1
RP24-193D9.3,ENSMUSG00000103525.1
Gm29125,ENSMUSG00000101722.1
Gm6189,ENSMUSG00000090637.2
1700016L21Rik,ENSMUSG00000101483.1
Dock10,ENSMUSG00000038608.11
RP23-328G14.3,ENSMUSG00000103192.1
RP23-328G14.2,ENSMUSG00000104488.1
